name,platform,release year,genre,publisher,north america sales,europe sales,japan sales,rest of world sales,global_sales,release_date,critic_score,critic outof,critic count,user score,user count,developer,rating
Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment,1.47,0.97,0.00,0.27,2.71,"Nov 15, 2011",,,,tbd,,Majesco Games,T
Far Cry 3,PS3,2012,Shooter,Ubisoft,0.72,1.45,0.10,0.40,2.67,"Dec  4, 2012",90,100,32,8.5,717,Ubisoft Montreal,M
Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,1.29,1.06,0.00,0.30,2.66,"Oct 16, 2011",81,100,11,5.3,22,Toys for Bob,E10+
Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,1.26,0.92,0.10,0.37,2.65,"Oct 19, 2010",82,100,57,7.6,339,Obsidian Entertainment,M
Call of Duty 3,X360,2006,Shooter,Activision,1.46,0.90,0.02,0.27,2.64,"Nov  7, 2006",82,100,71,6.5,167,Treyarch,T
Borderlands 2,X360,2012,Shooter,Take-Two Interactive,1.64,0.76,0.03,0.21,2.64,"Sep 18, 2012",89,100,59,8.3,712,Gearbox Software,M
Sonic and the Secret Rings,Wii,2007,Platform,Sega,1.15,1.17,0.04,0.28,2.64,"Feb 20, 2007",69,100,44,6.9,135,Sonic Team,E
Battlefield 4,X360,2013,Shooter,Electronic Arts,1.73,0.69,0.01,0.20,2.63,"Oct 29, 2013",79,100,21,5.6,421,EA DICE,M
Madden NFL 11,X360,2010,Sports,Electronic Arts,2.33,0.11,0.00,0.18,2.62,"Aug 10, 2010",84,100,47,5.7,120,EA Tiburon,E
Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,1.80,0.47,0.11,0.24,2.62,"Nov 16, 2010",90,100,59,8.1,546,Ubisoft Montreal,M
Saints Row: The Third,X360,2011,Action,THQ,1.15,1.11,0.07,0.29,2.62,"Nov 15, 2011",84,100,70,7.5,399,Volition Inc.,M
Madden NFL 12,X360,2011,Sports,Electronic Arts,2.36,0.10,0.00,0.15,2.61,"Aug 30, 2011",78,100,55,5.9,87,EA Tiburon,E
Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,1.64,0.73,0.00,0.25,2.61,"Sep 16, 2008",73,100,74,6.6,313,LucasArts,T
Tekken 6,PS3,2009,Fighting,Namco Bandai Games,1.14,0.91,0.17,0.39,2.61,"Oct 27, 2009",79,100,63,7.3,158,Namco Bandai Games,T
Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,0.84,1.10,0.01,0.65,2.61,"Oct 20, 2006",71,100,24,7.9,40,Team Fusion,T
Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,0.98,1.16,0.03,0.43,2.60,"Nov 16, 2010",89,100,59,7.1,229,Criterion Games,E10+
Tekken: Dark Resurrection,PSP,2006,Fighting,Sony Computer Entertainment,0.76,1.07,0.12,0.64,2.60,"Jul 25, 2006",88,100,54,8.5,101,Namco Bandai Games,T
Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,0.81,1.18,0.10,0.50,2.59,"Oct 29, 2013",88,100,36,8.1,548,Ubisoft,M
Guitar Hero: World Tour,X360,2008,Misc,Activision,1.72,0.62,0.00,0.24,2.58,"Oct 26, 2008",85,100,67,6.3,154,Neversoft Entertainment,T
FIFA Soccer 10,X360,2009,Sports,Electronic Arts,0.57,1.77,0.01,0.23,2.58,"Oct 20, 2009",90,100,63,7.6,112,EA Sports,E
Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,0.68,1.35,0.04,0.51,2.58,"Sep 15, 2009",84,100,55,6.8,93,Slightly Mad Studios,E
Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,1.35,0.80,0.09,0.33,2.58,"Feb 22, 2011",84,100,85,7.9,767,Guerrilla,M
Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom,0.36,0.25,1.75,0.17,2.54,"Aug 28, 2007",72,100,38,8.8,68,Capcom,T
Super Mario All-Stars: Limited Edition,Wii,2010,Platform,Nintendo,0.98,0.51,0.92,0.13,2.53,,,,,,,,
Mario Strikers Charged,Wii,2007,Sports,Nintendo,1.03,1.02,0.24,0.24,2.53,"Jul 30, 2007",79,100,47,8.1,96,Next Level Games,E10+
FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,0.46,1.61,0.04,0.42,2.53,"Oct 13, 2008",87,100,42,7.5,93,EA Canada,E
Medal of Honor,X360,2010,Shooter,Electronic Arts,1.50,0.78,0.04,0.21,2.53,"Oct 12, 2010",74,100,71,6.7,265,"Danger Close, Dice",M
NBA 2K12,X360,2011,Sports,Take-Two Interactive,2.23,0.13,0.01,0.15,2.52,"Oct  4, 2011",90,100,42,7.7,117,Visual Concepts,E
Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,0.77,0.65,0.89,0.21,2.52,"Jan 31, 2012",79,100,53,6.8,499,Square Enix,T
Monster Hunter Tri,3DS,2011,Role-Playing,Nintendo,0.31,0.20,1.95,0.05,2.50,,,,,,,,
L.A. Noire,X360,2011,Adventure,Take-Two Interactive,1.40,0.87,0.02,0.22,2.50,"May 17, 2011",89,100,83,7.7,747,Team Bondi,M
Madden NFL 09,X360,2008,Sports,Electronic Arts,2.19,0.11,0.00,0.20,2.50,"Aug 12, 2008",83,100,50,7.0,120,EA Tiburon,E
God of War Collection,PS3,2009,Action,Sony Computer Entertainment,1.66,0.40,0.06,0.38,2.49,"Dec  8, 2010",91,100,50,8.8,376,Bluepoint Games,M
Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,Sony Computer Entertainment,0.90,1.06,0.08,0.43,2.47,,,,,,,,
Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,2.27,0.01,0.00,0.19,2.47,"Oct 24, 2006",82,100,68,7.3,91,Raven Software,T
Deca Sports,Wii,2008,Sports,Konami Digital Entertainment,1.10,0.83,0.29,0.25,2.46,"May 13, 2008",50,100,23,5.8,13,CAProduction,E
Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,1.70,0.52,0.03,0.21,2.45,"Nov  3, 2009",86,100,68,7.8,620,BioWare,M
Game Party,Wii,2007,Misc,Midway Games,1.44,0.76,0.00,0.24,2.44,"Nov 27, 2007",25,100,8,4.3,20,Midway,E
Pure,X360,2008,Racing,Disney Interactive Studios,1.36,0.83,0.00,0.24,2.44,"Sep 23, 2008",85,100,55,7.9,75,Black Rock Studio,E
LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment,0.59,1.17,0.01,0.64,2.42,"Nov 17, 2009",87,100,68,7.8,75,"Media Molecule, SCE/WWS",E10+
Rock Band,X360,N/A,Misc,Electronic Arts,1.89,0.32,0.00,0.21,2.42,"Nov 20, 2007",92,100,72,8.1,163,Harmonix Music Systems,T
Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,1.70,0.47,0.00,0.24,2.41,"Apr 19, 2011",84,100,60,8.2,364,NetherRealm Studios,M
Halo Wars,X360,2009,Strategy,Microsoft Game Studios,1.38,0.77,0.04,0.22,2.41,"Mar  3, 2009",82,100,92,7.1,348,Ensemble Studios,T
Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment,1.12,0.81,0.10,0.37,2.39,"Nov  4, 2008",87,100,79,6.0,1774,Insomniac Games,M
Grand Theft Auto: Episodes from Liberty City,X360,2009,Adventure,Take-Two Interactive,0.93,1.17,0.03,0.26,2.39,"Oct 29, 2009",,,,8.2,33,Rockstar North,M
Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,0.86,0.95,0.00,0.57,2.38,"Oct 31, 2006",73,100,14,8.2,34,EA Canada,E10+
pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment,0.27,1.16,0.54,0.40,2.38,"Oct 19, 2010",77,100,41,6.7,70,Konami,E
uDraw Studio,Wii,2010,Misc,THQ,1.62,0.56,0.00,0.20,2.37,"Nov 14, 2010",71,100,9,tbd,,THQ,E
Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,1.53,0.59,0.02,0.22,2.37,"Mar 18, 2008",82,100,66,7.8,154,Ubisoft Montreal,M
Battlefield 4,PS3,2013,Shooter,Electronic Arts,0.89,0.87,0.21,0.39,2.36,"Oct 29, 2013",80,100,14,5.8,443,EA DICE,M
Madden NFL 08,X360,2007,Sports,Electronic Arts,2.17,0.00,0.00,0.18,2.35,"Aug 14, 2007",85,100,46,6.4,105,EA Tiburon,E
Madden NFL 10,PS3,2009,Sports,Electronic Arts,2.01,0.12,0.00,0.20,2.34,"Aug 14, 2009",85,100,41,6.8,53,EA Tiburon,E
Madden NFL 13,PS3,2012,Sports,Electronic Arts,2.00,0.18,0.00,0.16,2.34,"Aug 28, 2012",83,100,22,5.5,95,EA Tiburon,E
Skylanders Giants,Wii,2012,Action,Activision,1.40,0.73,0.00,0.20,2.33,"Oct 21, 2012",78,100,8,7.1,12,Toys for Bob,E10+
Madden NFL 11,PS3,2010,Sports,Electronic Arts,1.99,0.14,0.00,0.18,2.31,"Aug 10, 2010",83,100,36,6.0,61,EA Tiburon,E
My Fitness Coach,Wii,2008,Sports,Ubisoft,1.17,0.89,0.00,0.24,2.30,"Dec  2, 2008",,,,8.6,16,Ubisoft,E
Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1.25,0.85,0.00,0.20,2.30,"Oct 29, 2013",86,100,34,7.8,453,Ubisoft,M
Saints Row: The Third,PS3,2011,Action,THQ,0.79,0.98,0.18,0.33,2.29,"Nov 15, 2011",82,100,50,7.7,309,Volition Inc.,M
LEGO Harry Potter: Years 1-4,Wii,2010,Adventure,Warner Bros. Interactive Entertainment,1.24,0.83,0.00,0.22,2.29,"Jun 29, 2010",79,100,13,8.0,26,Traveller's Tales,E10+
Need for Speed: Most Wanted - A Criterion Game,PS3,2012,Racing,Electronic Arts,0.61,1.27,0.06,0.34,2.28,,,,,,,,
LEGO Indiana Jones: The Original Adventures,Wii,N/A,Adventure,LucasArts,1.48,0.58,0.00,0.21,2.28,"Jun  3, 2008",78,100,22,6.8,20,Traveller's Tales,E10+
Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment,0.29,1.26,0.46,0.25,2.26,"Nov  3, 2009",78,100,42,6.6,65,Konami,E
Dead Island,X360,2011,Action,Deep Silver,1.39,0.66,0.00,0.19,2.24,"Sep  6, 2011",71,100,75,7.0,534,Techland,M
Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive,1.43,0.49,0.05,0.26,2.24,"Oct 20, 2008",82,100,50,8.3,69,Rockstar San Diego,T
NBA 2K13,PS3,2012,Action,Take-Two Interactive,1.61,0.36,0.05,0.19,2.22,"Oct  2, 2012",90,100,26,7.9,78,Visual Concepts,E
Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios,1.33,0.64,0.04,0.20,2.21,"Nov 15, 2011",82,100,73,8.1,382,343 Industries,M
Call of Duty 3,Wii,N/A,Shooter,Activision,1.16,0.83,0.00,0.23,2.21,"Nov 14, 2006",69,100,42,6.6,54,Exakt,T
Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,1.64,0.38,0.02,0.16,2.19,"Nov 15, 2011",73,100,33,5.9,24,Frontier Developments,E10+
Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,1.02,0.90,0.04,0.23,2.19,"Nov 14, 2006",74,100,53,5.9,61,Sega,E
Dissidia: Final Fantasy,PSP,2008,Fighting,Square Enix,0.49,0.49,0.91,0.30,2.19,"Aug 25, 2009",79,100,61,7.8,92,Square Enix,T
Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,1.37,0.51,0.02,0.29,2.18,"Oct 28, 2007",83,100,45,7.7,44,Neversoft Entertainment,T
Zumba Fitness,X360,2010,Sports,505 Games,1.61,0.41,0.00,0.16,2.18,"Nov 18, 2010",42,100,10,6.0,13,"Pipeworks Software, Inc.",E
Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios,1.29,0.67,0.02,0.20,2.18,"Oct 25, 2011",66,100,46,6.3,27,"BigPark, Rare Ltd.",E
Resident Evil 4,Wii,2007,Action,Capcom,1.30,0.54,0.14,0.20,2.18,,,,,,,,
Rock Band 2,X360,2008,Misc,Electronic Arts,1.75,0.23,0.00,0.18,2.16,"Sep 14, 2008",92,100,69,8.3,139,Harmonix Music Systems,T
Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,0.61,0.38,1.05,0.11,2.15,"Apr 20, 2010",84,100,70,8.8,181,Capcom,T
Madden NFL 12,PS3,2011,Sports,Electronic Arts,1.86,0.14,0.00,0.15,2.15,"Aug 30, 2011",79,100,31,5.4,49,EA Tiburon,E
Saints Row,X360,2006,Action,THQ,1.15,0.76,0.02,0.22,2.15,"Aug 29, 2006",81,100,74,7.5,177,Volition Inc.,M
Pro Evolution Soccer 2012,PS3,2011,Sports,Konami Digital Entertainment,0.33,0.95,0.55,0.32,2.15,"Sep 27, 2011",80,100,41,6.5,114,Konami,E
Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive,1.51,0.44,0.01,0.18,2.13,"Oct 20, 2008",81,100,66,8.5,121,Rockstar San Diego,T
LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts,1.29,0.63,0.00,0.20,2.12,"Nov  6, 2007",80,100,24,6.8,71,Traveller's Tales,E10+
Guitar Hero II,X360,2007,Misc,Activision,1.94,0.01,0.00,0.16,2.11,"Apr  3, 2007",92,100,55,8.1,193,Harmonix Music Systems,T
Just Dance Kids,Wii,2010,Misc,Ubisoft,1.45,0.48,0.00,0.17,2.10,"Nov  9, 2010",,,,tbd,,Ubisoft,E
BioShock 2,X360,2010,Shooter,Take-Two Interactive,1.39,0.52,0.02,0.18,2.10,"Feb  9, 2010",88,100,93,8.2,456,2K Marin,M
PES 2009: Pro Evolution Soccer,PS3,2008,Sports,Konami Digital Entertainment,0.10,1.33,0.40,0.26,2.09,,,,,,,,
Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision,0.50,1.01,0.00,0.58,2.09,"Mar 13, 2007",64,100,45,7.6,20,Amaze Entertainment,T
Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,0.95,0.93,0.00,0.20,2.08,"Nov 16, 2010",88,100,73,7.0,174,Criterion Games,E10+
Street Fighter IV,PS3,2009,Fighting,Capcom,1.06,0.58,0.14,0.29,2.08,"Feb 17, 2009",94,100,61,7.3,251,Capcom,T
Rock Band,Wii,N/A,Misc,MTV Games,1.31,0.55,0.00,0.20,2.06,"Jun 22, 2008",80,100,21,6.1,35,Harmonix Music Systems,T
Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment,1.35,0.51,0.00,0.19,2.06,"Sep 25, 2007",73,100,16,7.1,25,Konami,E10+
Sonic Unleashed,Wii,2008,Platform,Sega,1.17,0.65,0.02,0.20,2.04,"Nov 18, 2008",66,100,30,7.4,104,Sonic Team,E10+
Final Fantasy XIII,X360,2010,Role-Playing,Square Enix,1.20,0.64,0.01,0.19,2.04,"Mar  9, 2010",82,100,54,6.2,439,Square Enix,T
Mario Sports Mix,Wii,2010,Sports,Nintendo,0.86,0.42,0.63,0.12,2.04,"Feb  7, 2011",64,100,54,6.3,20,Square Enix,E
Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,0.96,0.75,0.00,0.32,2.03,"Sep 16, 2008",71,100,47,6.5,191,LucasArts,T
UFC 2009 Undisputed,X360,2009,Fighting,THQ,1.46,0.38,0.00,0.18,2.03,"May 19, 2009",83,100,68,7.8,45,Yuke's,T
Dead Rising,X360,2006,Action,Capcom,1.12,0.63,0.08,0.20,2.03,"Aug  8, 2006",85,100,82,7.7,449,Capcom,M
Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft,1.40,0.45,0.00,0.16,2.02,"Nov 24, 2009",62,100,5,5.2,54,Ubisoft,E
NBA 2K11,X360,2010,Sports,Take-Two Interactive,1.79,0.11,0.01,0.12,2.02,"Oct  5, 2010",89,100,50,8.0,88,Visual Concepts,E
NBA 2K12,PS3,2011,Sports,Take-Two Interactive,1.56,0.25,0.05,0.16,2.02,"Oct  4, 2011",90,100,38,6.6,108,Visual Concepts,E
Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts,1.02,0.77,0.01,0.21,2.02,"Nov 15, 2007",72,100,42,7.4,66,EA Black Box,E10+
Dead Island,PS3,2011,Action,Deep Silver,0.98,0.64,0.14,0.24,2.01,"Sep  6, 2011",71,100,41,6.6,348,Techland,M
PGR4 - Project Gotham Racing 4,X360,2007,Racing,Microsoft Game Studios,0.46,1.26,0.02,0.25,1.99,,,,,,,,
Rayman Raving Rabbids: TV Party,Wii,2008,Misc,Ubisoft,0.72,1.05,0.00,0.23,1.99,"Nov 18, 2008",73,100,24,7.5,20,"Ubisoft Paris, Ubisoft Montpellier",E10+
Wipeout: The Game,Wii,2009,Misc,Mindscape,1.87,0.00,0.00,0.11,1.98,"Jun 22, 2010",,,,5.7,15,A.C.R.O.N.Y.M. Games,E10+
Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,0.71,0.88,0.04,0.35,1.98,"Nov 13, 2007",73,100,26,5.5,34,EA Black Box,E10+
Kirby's Epic Yarn,Wii,2010,Platform,Nintendo,1.36,0.07,0.45,0.09,1.98,"Oct 17, 2010",86,100,70,8.3,147,Good-Feel,E
Tom Clancy's Splinter Cell: Conviction,X360,2010,Action,Ubisoft,1.14,0.61,0.04,0.18,1.98,"Apr 13, 2010",85,100,90,7.7,523,Ubisoft Montreal,M
Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment,0.42,0.38,0.96,0.22,1.97,"Jun  8, 2010",89,100,66,8.9,273,Kojima Productions,T
Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,Electronic Arts,1.74,0.07,0.02,0.14,1.97,"Nov 15, 2005",72,100,21,7.7,48,EA Canada,E10+
Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,Square Enix,0.58,0.39,0.75,0.24,1.97,"Sep  7, 2010",82,100,62,8.7,117,Square Enix,E10+
Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega,1.17,0.54,0.00,0.25,1.96,"Feb 10, 2009",80,100,35,8.7,30,Backbone Entertainment,E10+
Need For Speed: Undercover,PS3,2008,Racing,Electronic Arts,0.61,0.94,0.05,0.36,1.96,"Nov 17, 2008",59,100,40,5.8,60,EA Vancouver,T
Dance Central 2,X360,2011,Misc,Microsoft Game Studios,1.39,0.39,0.01,0.15,1.95,"Oct 25, 2011",86,100,56,8.1,53,Harmonix Music Systems,T
LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,0.92,0.73,0.00,0.30,1.95,"Nov  6, 2007",80,100,18,5.8,58,Traveller's Tales,E10+
Just Dance 3,X360,2011,Misc,Ubisoft,1.43,0.36,0.00,0.15,1.94,"Oct  7, 2011",70,100,34,7.9,14,Ubisoft,E10+
Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,0.32,0.92,0.32,0.38,1.94,"Dec  6, 2013",81,100,79,7.6,520,Polyphony Digital,E
Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment,0.48,0.50,0.63,0.32,1.93,"May  3, 2005",81,100,57,9.2,29,Clap Hanz,E10+
FIFA Soccer 09,X360,2008,Sports,Electronic Arts,0.48,1.25,0.01,0.18,1.93,"Oct 13, 2008",87,100,51,8.0,87,EA Canada,E
Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,1.07,0.64,0.02,0.19,1.92,"Nov 20, 2006",88,100,69,8.4,179,Ubisoft Montreal,M
Dead Space,PS3,2008,Action,Electronic Arts,1.01,0.61,0.00,0.27,1.90,"Oct 13, 2008",88,100,67,8.8,394,EA Redwood Shores,M
Borderlands,PS3,2009,Shooter,Take-Two Interactive,1.11,0.54,0.00,0.24,1.90,"Oct 20, 2009",83,100,58,8.0,338,Gearbox Software,M
Call of Duty 2,X360,2005,Shooter,Activision,1.72,0.03,0.01,0.14,1.90,"Nov 17, 2005",89,100,65,8.2,239,Infinity Ward,T
The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,0.93,0.47,0.37,0.12,1.89,"Nov 22, 2013",91,100,80,9.0,470,Nintendo,E
Call of Duty: World at War,Wii,2008,Shooter,Activision,1.15,0.56,0.00,0.18,1.89,"Nov 10, 2008",83,100,19,7.6,70,Exakt,M
Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo,0.91,0.29,0.59,0.09,1.89,"Nov 11, 2012",75,100,69,6.9,182,Intelligent Systems,E
Need for Speed: The Run,PS3,2011,Racing,Electronic Arts,0.53,0.98,0.03,0.33,1.87,"Nov 15, 2011",64,100,48,6.4,148,Black Box,T
Need for Speed: Shift,X360,2009,Racing,Electronic Arts,0.71,0.93,0.01,0.21,1.86,"Sep 15, 2009",83,100,75,6.5,122,Slightly Mad Studios,E
Mario Super Sluggers,Wii,2008,Sports,Nintendo,1.45,0.00,0.29,0.12,1.86,"Aug 25, 2008",69,100,31,7.6,34,Namco Bandai Games,E
Monopoly,Wii,2008,Misc,Electronic Arts,0.85,0.80,0.00,0.20,1.85,"Oct 20, 2008",70,100,11,7.7,13,Electronic Arts,E
Madden NFL 09,PS3,2008,Sports,Electronic Arts,1.55,0.13,0.00,0.17,1.85,"Aug 12, 2008",85,100,38,4.5,128,EA Tiburon,E
Tomb Raider (2013),PS3,2013,Action,Square Enix,0.51,1.08,0.08,0.17,1.84,,,,,,,,
Grand Theft Auto: Episodes from Liberty City,PS3,2010,Adventure,Take-Two Interactive,0.52,0.89,0.13,0.30,1.84,"Apr 13, 2010",,,,8.5,49,Rockstar North,M
Madden NFL 25,X360,2013,Sports,Electronic Arts,1.70,0.04,0.00,0.10,1.84,"Aug 27, 2013",80,100,32,5.5,121,EA Sports,E
Game Party 2,Wii,2008,Misc,Midway Games,1.25,0.42,0.00,0.16,1.84,"Oct  6, 2008",29,100,7,3.7,6,Midway,E
Guitar Hero: World Tour,PS3,2008,Misc,Activision,1.06,0.52,0.00,0.26,1.84,"Oct 26, 2008",84,100,43,7.5,74,Neversoft Entertainment,T
Burnout Paradise,PS3,2008,Racing,Electronic Arts,0.97,0.57,0.02,0.27,1.83,"Jan 22, 2008",87,100,55,7.6,371,Criterion Games,E10+
Skate 3,X360,2010,Sports,Electronic Arts,1.02,0.64,0.00,0.17,1.82,"May 11, 2010",80,100,65,7.5,71,EA Black Box,T
NBA 2K14,X360,2013,Sports,Take-Two Interactive,1.59,0.11,0.00,0.11,1.81,"Oct  1, 2013",87,100,23,5.0,104,Visual Concepts,E
Rayman Raving Rabbids 2,Wii,2007,Misc,Ubisoft,0.81,0.80,0.00,0.20,1.81,"Nov 15, 2007",67,100,25,8.6,56,Ubisoft Montpellier,E10+
Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,1.40,0.28,0.00,0.12,1.80,"Apr 19, 2011",86,100,66,8.3,338,NetherRealm Studios,M
Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,1.08,0.53,0.00,0.18,1.80,"Sep 16, 2008",71,100,18,8.0,67,Krome Studios,T
Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,0.98,0.64,0.00,0.17,1.79,"Sep 15, 2009",49,100,15,6.7,11,Papaya Studios,E
Madden NFL 07,X360,2006,Sports,Electronic Arts,1.65,0.00,0.01,0.13,1.79,"Aug 22, 2006",80,100,54,6.0,144,EA Tiburon,E
Hitman: Absolution,PS3,2012,Action,Square Enix,0.51,0.96,0.07,0.25,1.79,"Nov 20, 2012",83,100,30,7.4,398,Io Interactive,M
Portal 2,X360,2011,Shooter,Valve Software,1.20,0.43,0.01,0.14,1.78,"Apr 19, 2011",95,100,66,8.4,850,Valve Software,E10+
GoldenEye 007 (2010),Wii,2010,Action,Activision,0.82,0.67,0.13,0.15,1.77,,,,,,,,
Mortal Kombat vs DC Universe,PS3,2008,Fighting,Midway Games,1.33,0.26,0.00,0.18,1.77,"Nov 16, 2008",76,100,44,7.0,78,Midway,T
Call of Duty: Ghosts,PS4,2013,Shooter,Activision,0.97,0.64,0.00,0.15,1.77,"Nov 15, 2013",78,100,49,3.1,918,Infinity Ward,M
Super Mario 3D World,WiiU,2013,Platform,Nintendo,0.79,0.38,0.49,0.10,1.77,"Nov 22, 2013",93,100,79,8.9,554,Nintendo,E
Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo,0.88,0.72,0.07,0.10,1.77,"Aug 27, 2007",90,100,62,8.9,391,Retro Studios,T
Ratchet & Clank Future: A Crack in Time,PS3,2009,Platform,Sony Computer Entertainment,1.01,0.49,0.03,0.24,1.76,,,,,,,,
High School Musical: Sing It!,Wii,2007,Misc,Disney Interactive Studios,1.15,0.45,0.00,0.16,1.76,,,,,,,,
The Orange Box,X360,2007,Shooter,Electronic Arts,1.05,0.51,0.02,0.16,1.74,"Oct 10, 2007",96,100,54,8.9,679,Valve Software,M
FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,0.35,1.05,0.02,0.31,1.73,"Oct  9, 2007",81,100,28,7.1,40,EA Canada,E
God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,0.97,0.51,0.04,0.20,1.72,"Mar 12, 2013",80,100,89,7.5,698,SCE Santa Monica,M
UFC 2009 Undisputed,PS3,2009,Fighting,THQ,1.04,0.43,0.01,0.23,1.72,"May 19, 2009",84,100,58,8.2,40,THQ,T
NBA 2K11,PS3,2010,Sports,Take-Two Interactive,1.36,0.19,0.03,0.14,1.72,"Oct  5, 2010",89,100,46,7.4,85,Visual Concepts,E
Crackdown,X360,2007,Shooter,Microsoft Game Studios,0.98,0.52,0.03,0.18,1.71,"Feb 20, 2007",83,100,75,8.1,283,Realtime Worlds,M
Resident Evil 6,X360,2012,Action,Capcom,0.97,0.53,0.07,0.14,1.70,"Oct  2, 2012",67,100,71,4.9,1238,Capcom,M
Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,0.61,0.39,0.54,0.15,1.70,"Oct  4, 2011",89,100,54,8.6,815,From Software,M
Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,0.84,0.57,0.09,0.19,1.69,"Sep 18, 2012",91,100,25,8.2,614,Gearbox Software,M
Cabela's Big Game Hunter 2010,Wii,2009,Sports,Activision Value,1.57,0.00,0.00,0.12,1.68,"Sep 29, 2009",,,,7.8,4,Activision,T
The Beatles: Rock Band,Wii,2009,Misc,MTV Games,1.15,0.38,0.00,0.15,1.68,"Sep  9, 2009",89,100,25,8.7,33,Harmonix Music Systems,T
Street Fighter IV,X360,2009,Fighting,Capcom,1.05,0.42,0.05,0.16,1.68,"Feb 17, 2009",93,100,77,7.3,256,Capcom,T
Mortal Kombat vs DC Universe,X360,2008,Fighting,Midway Games,1.32,0.22,0.00,0.13,1.67,"Nov 16, 2008",72,100,61,7.3,63,Midway,T
Demon's Souls,PS3,2009,Role-Playing,Namco Bandai Games,0.90,0.27,0.35,0.15,1.66,"Oct  6, 2009",89,100,81,8.7,904,From Software,M
Forza: Horizon,X360,2012,Racing,Microsoft Game Studios,0.71,0.76,0.04,0.15,1.66,"Oct 23, 2012",85,100,83,8.3,280,PLAYGROUND,T
Friend Collection: New Life,3DS,2013,Misc,Nintendo,0.00,0.00,1.65,0.00,1.65,,,,,,,,
Big Beach Sports,Wii,2008,Sports,THQ,0.44,1.01,0.00,0.20,1.64,"Jun 24, 2008",44,100,17,8.1,39,HB Studios Multimedia,E
inFAMOUS 2,PS3,2011,Action,Sony Computer Entertainment,0.96,0.42,0.08,0.19,1.64,"Jun  7, 2011",83,100,90,8.4,663,Sucker Punch,T
